date_id,ville_id,temperature,humidite,pluie,vent,score_meteo,ideal_temp,low_rain,low_wind
20210705,1,25.6,79.0,2.3,17.7,18,True,False,False
20210706,1,24.7,85.0,5.0,18.6,7,True,False,False
20210707,1,24.1,86.0,2.1,20.1,14,True,False,False
20210708,1,24.7,82.0,0.9,21.8,20,True,True,False
20210709,1,25.7,84.0,3.9,23.2,13,True,False,False
20210710,1,25.0,86.0,4.0,23.0,11,True,False,False
20210711,1,23.3,87.0,6.7,20.8,0,True,False,False
20210712,1,25.0,85.0,4.5,23.3,9,True,False,False
20210713,1,24.8,83.0,2.0,23.9,17,True,False,False
20210714,1,23.3,86.0,1.9,20.3,13,True,False,False
20210715,1,23.5,81.0,2.0,19.8,14,True,False,False
20210716,1,24.6,78.0,3.6,20.0,12,True,False,False
20210717,1,24.4,81.0,1.2,21.0,18,True,False,False
20210718,1,24.2,84.0,1.1,15.5,18,True,False,False
20210719,1,22.6,92.0,22.7,16.7,0,True,False,False
20210720,1,23.8,88.0,4.3,20.7,6,True,False,False
20210721,1,25.0,84.0,4.5,20.8,10,True,False,False
20210722,1,25.1,82.0,3.4,19.9,13,True,False,False
20210723,1,22.9,86.0,2.4,17.4,10,True,False,False
20210724,1,24.7,81.0,1.8,17.8,17,True,False,False
20210725,1,22.6,85.0,8.7,22.5,0,True,False,False
20210726,1,21.0,88.0,7.6,17.1,0,True,False,False
20210727,1,24.7,81.0,0.2,17.9,22,True,True,False
20210728,1,24.4,82.0,1.1,20.0,19,True,False,False
20210729,1,24.5,90.0,2.9,16.8,12,True,False,False
20210730,1,24.0,88.0,7.0,24.1,0,True,False,False
20210731,1,24.7,80.0,2.0,23.2,17,True,False,False
20210801,1,23.1,87.0,6.9,20.0,0,True,False,False
20210802,1,24.5,84.0,1.9,16.1,16,True,False,False
20210803,1,25.3,84.0,0.1,18.8,23,True,True,False
20210804,1,24.8,77.0,0.2,20.4,23,True,True,False
20210805,1,22.1,91.0,7.8,21.1,0,True,False,False
20210806,1,24.4,79.0,0.8,21.0,20,True,True,False
20210807,1,23.3,85.0,1.4,17.7,14,True,False,False
20210808,1,25.4,82.0,0.0,18.6,24,True,True,False
20210809,1,24.5,85.0,0.8,14.7,19,True,True,True
20210810,1,25.2,84.0,0.5,18.6,22,True,True,False
20210811,1,25.3,79.0,0.0,20.5,25,True,True,False
20210812,1,24.2,88.0,3.6,14.1,10,True,False,True
20210813,1,24.6,86.0,1.2,15.9,18,True,False,False
20210814,1,26.2,79.0,0.0,21.1,27,True,True,False
20210815,1,24.1,77.0,0.9,26.1,19,True,True,False
20210816,1,25.1,73.0,0.2,25.1,24,True,True,False
20210817,1,24.6,75.0,0.3,23.8,23,True,True,False
20210818,1,23.7,85.0,4.7,21.1,5,True,False,False
20210819,1,24.1,90.0,7.6,15.1,0,True,False,False
20210820,1,24.8,85.0,6.8,18.5,2,True,False,False
20210821,1,25.7,77.0,0.0,20.4,26,True,True,False
20210822,1,25.6,78.0,0.0,21.7,26,True,True,False
20210823,1,25.6,80.0,0.2,18.9,25,True,True,False
20210824,1,24.8,78.0,2.0,20.7,18,True,False,False
20210825,1,25.2,78.0,0.0,21.9,25,True,True,False
20210826,1,24.8,77.0,0.2,22.9,23,True,True,False
20210827,1,25.2,72.0,0.0,22.7,26,True,True,False
20210828,1,26.1,84.0,3.2,18.9,16,True,False,False
20210829,1,24.5,91.0,12.0,24.0,0,True,False,False
20210830,1,24.5,92.0,22.5,18.9,0,True,False,False
20210831,1,25.3,88.0,4.2,17.6,10,True,False,False
20210901,1,25.6,83.0,2.1,20.1,18,True,False,False
20210902,1,25.8,79.0,1.3,23.7,22,True,False,False
20210903,1,24.7,80.0,1.7,26.1,18,True,False,False
20210904,1,25.8,73.0,0.4,24.0,26,True,True,False
20210905,1,26.0,74.0,0.3,23.3,26,True,True,False
20210906,1,23.8,86.0,14.3,22.5,0,True,False,False
20210907,1,24.1,86.0,13.3,21.4,0,True,False,False
20210908,1,24.6,82.0,0.5,18.1,21,True,True,False
20210909,1,24.9,81.0,0.3,16.4,22,True,True,False
20210910,1,24.8,79.0,0.4,22.0,22,True,True,False
20210911,1,25.0,75.0,0.9,24.5,22,True,True,False
20210912,1,24.9,81.0,4.9,25.5,9,True,False,False
20210913,1,24.0,89.0,7.8,21.3,0,True,False,False
20210914,1,23.5,87.0,3.0,19.6,10,True,False,False
20210915,1,24.9,82.0,1.6,18.8,18,True,False,False
20210916,1,24.7,85.0,1.3,15.6,18,True,False,False
20210917,1,25.5,86.0,0.6,11.5,24,True,True,True
20210918,1,26.0,87.0,0.0,17.5,25,True,True,False
20210919,1,25.3,88.0,2.5,22.2,16,True,False,False
20210920,1,24.7,73.0,0.1,23.1,24,True,True,False
20210921,1,25.5,75.0,0.0,23.7,26,True,True,False
20210922,1,25.2,81.0,0.3,20.6,23,True,True,False
20210923,1,25.5,79.0,0.4,24.0,24,True,True,False
20210924,1,26.3,77.0,0.5,23.5,26,True,True,False
20210925,1,26.4,81.0,4.0,22.2,15,True,False,False
20210926,1,26.1,77.0,1.5,24.6,22,True,False,False
20210927,1,25.9,80.0,4.8,25.9,12,True,False,False
20210928,1,25.8,84.0,3.6,22.9,14,True,False,False
20210929,1,24.0,84.0,2.1,20.4,14,True,False,False
20210930,1,25.2,81.0,1.1,19.1,21,True,False,False
20211001,1,25.6,81.0,1.3,17.6,21,True,False,False
20211002,1,25.7,84.0,3.6,18.3,14,True,False,False
20211003,1,25.5,85.0,1.5,18.5,20,True,False,False
20211004,1,24.3,88.0,8.7,14.8,0,True,False,True
20211005,1,26.8,81.0,0.1,21.7,28,True,True,False
20211006,1,26.7,78.0,0.0,17.2,28,True,True,False
20211007,1,26.3,81.0,0.0,14.1,27,True,True,True
20211008,1,24.5,83.0,2.4,19.2,15,True,False,False
20211009,1,26.8,72.0,0.0,27.5,30,True,True,False
20211010,1,26.7,75.0,0.1,22.2,28,True,True,False
20211011,1,27.1,79.0,0.3,27.9,28,True,True,False
20211012,1,26.8,77.0,3.7,27.1,18,True,False,False
20211013,1,26.9,85.0,8.6,18.8,2,True,False,False
20211014,1,27.4,84.0,1.0,22.0,26,True,False,False
20211015,1,27.2,79.0,1.7,22.8,24,True,False,False
20211016,1,26.2,75.0,0.6,21.4,26,True,True,False
20211017,1,26.4,80.0,3.2,20.1,18,True,False,False
20211018,1,26.4,82.0,8.8,19.9,0,True,False,False
20211019,1,26.0,83.0,4.2,14.6,13,True,False,True
20211020,1,26.5,82.0,1.3,15.5,23,True,False,False
20211021,1,27.4,81.0,0.0,16.2,30,True,True,False
20211022,1,27.8,85.0,0.1,15.8,30,True,True,False
20211023,1,27.9,87.0,2.9,14.5,21,True,False,True
20211024,1,25.6,91.0,7.9,9.3,3,True,False,True
20211025,1,27.5,85.0,2.5,19.5,22,True,False,False
20211026,1,27.2,79.0,1.0,23.5,26,True,False,False
20211027,1,27.0,82.0,2.4,17.4,21,True,False,False
20211028,1,26.9,84.0,0.0,16.3,28,True,True,False
20211029,1,28.9,80.0,3.5,14.4,23,False,False,True
20211030,1,27.0,81.0,0.3,21.9,28,True,True,False
20211031,1,27.0,84.0,1.3,12.5,26,True,False,True
20211101,1,27.2,86.0,1.5,12.6,25,True,False,True
20211102,1,27.9,85.0,0.7,12.2,30,True,True,True
20211103,1,27.5,88.0,0.9,12.2,28,True,True,True
20211104,1,27.8,85.0,1.3,13.7,27,True,False,True
20211105,1,27.9,84.0,0.0,13.5,31,True,True,True
20211106,1,28.5,77.0,0.0,22.9,33,False,True,False
20211107,1,29.6,75.0,0.1,23.1,36,False,True,False
20211108,1,28.8,82.0,2.2,20.1,26,False,False,False
20211109,1,28.6,86.0,2.0,15.8,26,False,False,False
20211110,1,28.2,86.0,0.8,12.9,30,False,True,True
20211111,1,27.8,84.0,3.3,11.3,23,True,False,True
20211112,1,27.5,86.0,1.9,13.8,24,True,False,True
20211113,1,27.6,82.0,2.5,15.5,22,True,False,False
20211114,1,28.6,80.0,2.2,15.7,26,False,False,False
20211115,1,28.5,81.0,1.6,17.1,27,False,False,False
20211116,1,28.3,84.0,1.3,14.9,27,False,False,True
20211117,1,28.2,79.0,0.6,17.6,30,False,True,False
20211118,1,29.6,71.0,0.6,21.3,35,False,True,False
20211119,1,28.3,77.0,1.2,17.1,29,False,False,False
20211120,1,28.1,78.0,0.4,14.7,31,False,True,True
20211121,1,28.2,81.0,1.2,14.0,29,False,False,True
20211122,1,28.1,83.0,0.7,14.8,29,False,True,True
20211123,1,28.4,79.0,1.7,15.8,27,False,False,False
20211124,1,29.2,77.0,0.6,18.3,33,False,True,False
20211125,1,28.7,79.0,0.0,16.6,33,False,True,False
20211126,1,29.1,80.0,0.7,16.6,32,False,True,False
20211127,1,28.7,80.0,1.2,15.6,29,False,False,False
20211128,1,28.1,83.0,1.6,16.2,26,False,False,False
20211129,1,28.1,82.0,1.2,16.0,27,False,False,False
20211130,1,29.2,74.0,1.0,16.2,32,False,False,False
20211201,1,28.9,74.0,1.3,20.0,31,False,False,False
20211202,1,29.3,75.0,0.8,22.1,33,False,True,False
20211203,1,29.5,78.0,1.1,21.1,32,False,False,False
20211204,1,29.9,79.0,2.6,19.7,28,False,False,False
20211205,1,29.2,79.0,0.7,22.4,32,False,True,False
20211206,1,29.7,79.0,3.6,21.2,25,False,False,False
20211207,1,28.7,76.0,1.1,21.6,30,False,False,False
20211208,1,28.6,79.0,1.4,17.4,29,False,False,False
20211209,1,28.6,80.0,0.3,15.8,32,False,True,False
20211210,1,28.4,82.0,2.1,14.9,26,False,False,True
20211211,1,29.3,76.0,1.3,20.8,31,False,False,False
20211212,1,28.7,79.0,2.2,19.0,26,False,False,False
20211213,1,29.1,76.0,0.5,21.1,33,False,True,False
20211214,1,29.2,75.0,0.5,19.9,34,False,True,False
20211215,1,29.1,78.0,1.6,18.8,29,False,False,False
20211216,1,29.0,79.0,3.5,19.8,23,False,False,False
20211217,1,28.8,82.0,2.7,16.3,25,False,False,False
20211218,1,29.2,83.0,0.4,13.1,34,False,True,True
20211219,1,30.5,82.0,2.4,17.0,29,False,False,False
20211220,1,28.9,86.0,5.8,12.6,17,False,False,True
20211221,1,29.7,85.0,3.7,13.9,24,False,False,True
20211222,1,30.1,84.0,0.5,15.5,34,False,True,False
20211223,1,30.6,83.0,0.1,17.6,35,False,True,False
20211224,1,30.7,83.0,0.0,19.4,36,False,True,False
20211225,1,31.2,79.0,0.0,16.8,36,False,True,False
20211226,1,30.5,83.0,0.1,17.9,35,False,True,False
20211227,1,30.0,81.0,0.8,17.3,34,False,True,False
20211228,1,30.1,78.0,0.0,15.9,37,False,True,False
20211229,1,30.5,75.0,0.1,16.1,37,False,True,False
20211230,1,30.6,79.0,4.8,17.1,22,False,False,False
20211231,1,29.9,83.0,5.3,14.8,20,False,False,True
20220101,1,29.3,83.0,3.9,14.8,22,False,False,True
20220102,1,29.3,84.0,6.6,13.8,15,False,False,True
20220103,1,29.8,81.0,1.6,15.8,31,False,False,False
20220104,1,31.3,79.0,5.3,18.4,20,False,False,False
20220105,1,29.1,85.0,7.3,12.1,13,False,False,True
20220106,1,28.7,88.0,6.3,9.9,16,False,False,True
20220107,1,28.7,88.0,11.5,12.5,3,False,False,True
20220108,1,28.1,89.0,23.7,13.1,1,False,False,True
20220109,1,29.1,89.0,10.3,13.9,3,False,False,True
20220110,1,28.1,91.0,47.2,13.7,0,False,False,True
20220111,1,28.8,87.0,11.1,10.5,5,False,False,True
20220112,1,29.4,87.0,2.9,15.2,25,False,False,False
20220113,1,29.5,88.0,0.3,13.5,34,False,True,True
20220114,1,30.5,85.0,0.0,14.2,36,False,True,True
20220115,1,30.6,86.0,4.3,15.1,22,False,False,False
20220116,1,31.0,85.0,2.8,12.6,29,False,False,True
20220117,1,30.1,87.0,0.0,12.4,37,False,True,True
20220118,1,30.8,86.0,18.7,13.6,6,False,False,True
20220119,1,29.9,87.0,3.7,11.6,26,False,False,True
20220120,1,28.9,89.0,20.9,10.0,5,False,False,True
20220121,1,29.2,89.0,20.2,14.6,3,False,False,True
20220122,1,28.1,90.0,38.0,12.2,2,False,False,True
20220123,1,26.1,92.0,32.1,9.1,0,True,False,True
20220124,1,27.6,90.0,22.7,9.8,2,True,False,True
20220125,1,25.5,92.0,35.3,11.0,0,True,False,True
20220126,1,27.1,86.0,5.9,17.0,10,True,False,False
20220127,1,28.2,78.0,2.6,18.7,24,False,False,False
20220128,1,29.9,77.0,0.4,19.0,35,False,True,False
20220129,1,29.4,83.0,0.0,22.3,34,False,True,False
20220130,1,30.1,84.0,7.3,15.8,14,False,False,False
20220131,1,31.3,79.0,1.5,20.5,32,False,False,False
20220201,1,31.4,78.0,0.0,20.7,37,False,True,False
20220202,1,32.2,76.0,0.0,15.9,37,False,True,False
20220203,1,31.4,81.0,1.6,19.5,31,False,False,False
20220204,1,30.2,85.0,0.3,18.2,34,False,True,False
20220205,1,30.9,84.0,0.0,11.8,38,False,True,True
20220206,1,30.6,88.0,0.0,13.1,36,False,True,True
20220207,1,30.5,85.0,0.0,11.2,38,False,True,True
20220208,1,30.4,88.0,25.6,12.1,7,False,False,True
20220209,1,29.3,88.0,8.1,11.1,11,False,False,True
20220210,1,28.8,88.0,5.4,13.4,17,False,False,True
20220211,1,28.6,87.0,5.6,15.6,15,False,False,False
20220212,1,27.8,87.0,5.2,14.0,15,True,False,True
20220213,1,28.3,88.0,4.1,15.6,18,False,False,False
20220214,1,30.2,84.0,2.4,17.3,28,False,False,False
20220215,1,29.9,82.0,3.6,14.1,25,False,False,True
20220216,1,29.0,87.0,12.8,13.2,4,False,False,True
20220217,1,30.8,82.0,3.7,23.4,25,False,False,False
20220218,1,30.5,79.0,0.0,23.3,36,False,True,False
20220219,1,31.0,78.0,1.2,17.1,33,False,False,False
20220220,1,31.9,74.0,0.0,16.0,37,False,True,False
20220221,1,33.3,78.0,1.6,15.8,32,False,False,False
20220222,1,31.3,83.0,0.4,21.0,34,False,True,False
20220223,1,31.1,85.0,0.0,17.7,35,False,True,False
20220224,1,31.1,85.0,0.1,10.7,38,False,True,True
20220225,1,30.1,88.0,1.3,11.2,33,False,False,True
20220226,1,30.0,88.0,25.7,11.3,7,False,False,True
20220227,1,28.6,89.0,10.0,11.5,4,False,False,True
20220228,1,28.2,89.0,26.5,12.6,2,False,False,True
20220301,1,29.2,90.0,10.8,10.5,6,False,False,True
20220302,1,29.2,88.0,6.7,10.8,16,False,False,True
20220303,1,29.2,89.0,6.3,11.2,16,False,False,True
20220304,1,29.3,89.0,17.8,12.8,4,False,False,True
20220305,1,30.3,88.0,15.2,9.9,8,False,False,True
20220306,1,30.3,84.0,2.9,17.7,27,False,False,False
20220307,1,29.0,88.0,26.6,12.4,4,False,False,True
20220308,1,26.5,92.0,67.1,27.0,0,True,False,False
20220309,1,29.8,89.0,5.4,10.9,21,False,False,True
20220310,1,28.3,91.0,20.4,10.6,3,False,False,True
20220311,1,29.0,88.0,7.8,19.7,9,False,False,False
20220312,1,29.2,87.0,3.7,16.7,22,False,False,False
20220313,1,28.1,86.0,14.4,20.4,0,False,False,False
20220314,1,25.8,91.0,28.1,16.4,0,True,False,False
20220315,1,27.4,92.0,20.8,14.5,0,True,False,True
20220316,1,28.5,87.0,3.3,13.7,22,False,False,True
20220317,1,28.6,89.0,3.1,11.8,24,False,False,True
20220318,1,28.6,89.0,0.5,14.1,30,False,True,True
20220319,1,29.1,89.0,4.6,11.8,21,False,False,True
20220320,1,28.2,89.0,6.5,11.3,13,False,False,True
20220321,1,28.9,80.0,2.6,19.8,26,False,False,False
20220322,1,28.4,84.0,7.8,18.3,8,False,False,False
20220323,1,29.5,85.0,3.2,19.0,24,False,False,False
20220324,1,29.4,88.0,8.7,17.6,7,False,False,False
20220325,1,28.9,89.0,0.9,14.0,30,False,True,True
20220326,1,28.9,89.0,0.7,15.3,30,False,True,False
20220327,1,29.0,86.0,1.5,12.6,30,False,False,True
20220328,1,28.9,89.0,0.4,10.2,34,False,True,True
20220329,1,28.6,88.0,1.6,16.2,27,False,False,False
20220330,1,29.3,87.0,11.9,15.9,3,False,False,False
20220331,1,27.3,90.0,9.7,13.8,0,True,False,True
20220401,1,26.4,88.0,14.7,18.7,0,True,False,False
20220402,1,28.8,84.0,5.7,17.1,15,False,False,False
20220403,1,30.4,83.0,0.5,20.9,34,False,True,False
20220404,1,29.9,88.0,2.9,11.2,28,False,False,True
20220405,1,29.4,89.0,2.1,15.1,27,False,False,False
20220406,1,29.6,89.0,3.5,20.1,23,False,False,False
20220407,1,28.9,89.0,8.6,14.0,7,False,False,True
20220408,1,27.6,91.0,10.4,16.3,0,True,False,False
20220409,1,28.6,85.0,0.4,20.7,31,False,True,False
20220410,1,28.4,84.0,3.0,19.5,22,False,False,False
20220411,1,25.8,89.0,15.2,18.5,0,True,False,False
20220412,1,28.6,82.0,0.7,22.9,30,False,True,False
20220413,1,28.3,84.0,4.4,18.2,18,False,False,False
20220414,1,28.9,86.0,3.1,20.5,23,False,False,False
20220415,1,28.4,88.0,14.8,19.4,1,False,False,False
20220416,1,28.4,84.0,5.4,21.1,15,False,False,False
20220417,1,29.0,83.0,0.7,20.4,31,False,True,False
20220418,1,29.3,81.0,0.2,22.7,34,False,True,False
20220419,1,29.5,83.0,3.8,20.1,23,False,False,False
20220420,1,27.4,91.0,38.9,22.5,0,True,False,False
20220421,1,24.9,94.0,56.9,17.6,0,True,False,False
20220422,1,27.8,90.0,4.1,15.5,17,True,False,False
20220423,1,27.3,89.0,8.7,15.3,2,True,False,False
20220424,1,27.3,85.0,34.0,17.7,0,True,False,False
20220425,1,27.6,81.0,1.2,17.8,26,True,False,False
20220426,1,27.8,82.0,2.3,14.4,24,True,False,True
20220427,1,27.4,89.0,0.7,10.5,29,True,True,True
20220428,1,28.5,86.0,4.2,19.8,19,False,False,False
20220429,1,28.2,78.0,0.0,20.2,32,False,True,False
20220430,1,27.1,84.0,0.0,16.2,28,True,True,False
20220501,1,28.0,89.0,0.2,17.1,29,True,True,False
20220502,1,28.2,83.0,0.4,18.2,30,False,True,False
20220503,1,27.7,83.0,0.9,21.4,27,True,True,False
20220504,1,27.9,81.0,0.7,21.2,29,True,True,False
20220505,1,27.8,80.0,0.8,22.7,28,True,True,False
20220506,1,28.3,86.0,3.4,18.2,21,False,False,False
20220507,1,27.5,88.0,1.9,15.0,23,True,False,False
20220508,1,27.0,87.0,1.0,13.8,25,True,False,True
20220509,1,27.4,88.0,1.4,12.2,26,True,False,True
20220510,1,28.1,89.0,0.0,12.4,32,False,True,True
20220511,1,27.6,90.0,4.0,13.5,18,True,False,True
20220512,1,28.1,85.0,0.5,18.6,29,False,True,False
20220513,1,27.2,79.0,0.1,18.8,29,True,True,False
20220514,1,28.0,75.0,0.0,23.3,32,True,True,False
20220515,1,28.0,74.0,0.0,22.7,32,True,True,False
20220516,1,27.4,79.0,1.6,18.5,25,True,False,False
20220517,1,27.5,82.0,0.9,21.8,27,True,True,False
20220518,1,25.0,87.0,9.5,23.7,0,True,False,False
20220519,1,27.2,76.0,0.0,21.0,30,True,True,False
20220520,1,26.3,83.0,2.5,21.3,19,True,False,False
20220521,1,26.2,82.0,1.5,20.5,22,True,False,False
20220522,1,26.7,83.0,2.4,18.7,20,True,False,False
20220523,1,26.8,80.0,0.7,20.5,26,True,True,False
20220524,1,26.7,82.0,0.4,16.6,26,True,True,False
20220525,1,26.6,87.0,0.4,15.1,25,True,True,False
20220526,1,27.1,84.0,0.0,14.7,28,True,True,True
20220527,1,27.1,84.0,0.2,15.6,28,True,True,False
20220528,1,26.9,82.0,1.2,18.7,24,True,False,False
20220529,1,25.7,79.0,3.9,24.0,14,True,False,False
20220530,1,26.5,74.0,0.0,22.5,28,True,True,False
20220531,1,25.7,75.0,0.0,20.2,26,True,True,False
20220601,1,26.3,82.0,0.1,16.6,26,True,True,False
20220602,1,26.0,86.0,8.5,16.1,0,True,False,False
20220603,1,24.8,87.0,32.3,20.0,0,True,False,False
20220604,1,25.7,79.0,1.6,23.7,21,True,False,False
20220605,1,26.0,78.0,12.4,23.2,0,True,False,False
20220606,1,26.5,78.0,0.5,20.1,26,True,True,False
20220607,1,24.9,81.0,1.0,20.6,20,True,False,False
20220608,1,26.0,82.0,0.1,19.8,26,True,True,False
20220609,1,24.9,79.0,0.3,22.0,23,True,True,False
20220610,1,24.6,85.0,5.1,20.8,7,True,False,False
20220611,1,25.8,80.0,0.4,23.4,24,True,True,False
20220612,1,25.5,78.0,0.2,23.7,25,True,True,False
20220613,1,26.5,80.0,1.1,18.3,24,True,False,False
20220614,1,24.4,91.0,9.9,12.2,0,True,False,True
20220615,1,25.1,88.0,4.2,14.8,10,True,False,True
20220616,1,25.3,86.0,0.5,10.4,25,True,True,True
20220617,1,26.1,88.0,0.1,13.4,26,True,True,True
20220618,1,25.9,87.0,1.6,17.3,20,True,False,False
20220619,1,25.6,88.0,2.6,20.0,16,True,False,False
20220620,1,25.1,78.0,2.8,25.4,16,True,False,False
20220621,1,25.5,76.0,1.5,22.4,21,True,False,False
20220622,1,23.1,81.0,4.1,20.2,6,True,False,False
20220623,1,25.6,69.0,0.0,25.7,27,True,True,False
20220624,1,23.8,79.0,2.9,26.6,12,True,False,False
20220625,1,23.3,81.0,2.5,21.2,12,True,False,False
20220626,1,24.5,79.0,0.8,22.7,20,True,True,False
20220627,1,24.1,76.0,0.6,25.1,20,True,True,False
20220628,1,24.2,75.0,1.2,30.9,19,True,False,False
20220629,1,22.9,78.0,3.4,28.5,9,True,False,False
20220630,1,24.1,79.0,1.4,23.3,17,True,False,False
20220701,1,23.1,83.0,4.8,28.8,4,True,False,False
20220702,1,23.4,85.0,9.9,26.7,0,True,False,False
20220703,1,23.7,83.0,7.2,28.7,0,True,False,False
20220704,1,24.1,82.0,4.7,24.5,7,True,False,False
20220705,1,24.8,80.0,3.4,22.9,13,True,False,False
20220706,1,24.6,82.0,1.3,24.3,18,True,False,False
20220707,1,24.3,81.0,2.1,23.7,15,True,False,False
20220708,1,24.0,80.0,2.1,26.1,15,True,False,False
20220709,1,25.0,77.0,5.7,29.5,7,True,False,False
20220710,1,23.1,85.0,7.6,27.4,0,True,False,False
20220711,1,23.0,84.0,5.6,23.5,1,True,False,False
20220712,1,24.1,87.0,4.9,21.5,6,True,False,False
20220713,1,23.5,85.0,1.1,22.9,16,True,False,False
20220714,1,24.2,81.0,0.0,20.7,22,True,True,False
20220715,1,24.0,83.0,0.2,21.5,20,True,True,False
20220716,1,24.0,81.0,0.8,20.5,19,True,True,False
20220717,1,23.6,85.0,6.2,21.2,1,True,False,False
20220718,1,22.4,83.0,7.5,25.3,0,True,False,False
20220719,1,22.2,84.0,9.7,24.8,0,True,False,False
20220720,1,23.5,85.0,8.0,21.8,0,True,False,False
20220721,1,22.0,87.0,13.5,22.6,0,True,False,False
20220722,1,23.7,83.0,2.0,19.3,14,True,False,False
20220723,1,24.1,80.0,0.9,18.7,19,True,True,False
20220724,1,23.5,82.0,2.1,18.1,13,True,False,False
20220725,1,23.6,83.0,2.1,18.0,13,True,False,False
20220726,1,23.8,83.0,1.3,18.9,16,True,False,False
20220727,1,25.0,82.0,0.0,18.4,23,True,True,False
20220728,1,24.3,88.0,7.2,14.0,0,True,False,True
20220729,1,24.4,84.0,2.3,20.7,15,True,False,False
20220730,1,24.4,83.0,1.4,19.6,17,True,False,False
20220731,1,24.0,84.0,0.7,16.3,18,True,True,False
20220801,1,25.4,79.0,0.9,20.6,22,True,True,False
20220802,1,24.4,82.0,1.4,22.5,18,True,False,False
20220803,1,24.4,79.0,1.5,21.3,18,True,False,False
20220804,1,23.3,83.0,1.4,19.9,15,True,False,False
20220805,1,22.9,82.0,0.6,19.5,16,True,True,False
20220806,1,22.3,86.0,1.3,14.0,13,True,False,True
20220807,1,24.8,81.0,0.0,20.3,23,True,True,False
20220808,1,24.6,82.0,0.4,21.2,21,True,True,False
20220809,1,23.9,79.0,0.4,24.4,20,True,True,False
20220810,1,23.8,79.0,1.9,24.1,15,True,False,False
20220811,1,23.5,77.0,2.4,26.6,13,True,False,False
20220812,1,24.0,78.0,0.3,23.7,21,True,True,False
20220813,1,23.0,84.0,2.5,19.4,10,True,False,False
20220814,1,23.1,84.0,1.9,18.7,13,True,False,False
20220815,1,24.1,87.0,2.5,17.2,13,True,False,False
20220816,1,25.0,83.0,0.0,16.6,23,True,True,False
20220817,1,23.9,87.0,1.6,16.9,15,True,False,False
20220818,1,24.7,84.0,1.2,17.1,19,True,False,False
20220819,1,23.9,86.0,2.0,15.8,14,True,False,False
20220820,1,24.1,87.0,2.7,12.4,14,True,False,True
20220821,1,24.1,83.0,1.1,14.8,18,True,False,True
20220822,1,24.8,79.0,1.0,23.2,20,True,False,False
20220823,1,23.6,82.0,2.6,24.5,12,True,False,False
20220824,1,24.1,77.0,1.3,25.9,18,True,False,False
20220825,1,24.2,75.0,0.6,24.5,21,True,True,False
20220826,1,25.1,74.0,0.3,23.9,24,True,True,False
20220827,1,24.4,76.0,1.1,22.2,20,True,False,False
20220828,1,25.6,77.0,0.8,21.2,23,True,True,False
20220829,1,25.4,86.0,3.4,14.1,14,True,False,True
20220830,1,25.1,88.0,1.3,12.6,20,True,False,True
20220831,1,25.3,87.0,0.4,10.9,25,True,True,True
20220901,1,25.6,85.0,0.0,15.6,24,True,True,False
20220902,1,24.3,79.0,2.4,23.5,15,True,False,False
20220903,1,24.9,73.0,0.2,22.3,24,True,True,False
20220904,1,24.3,80.0,0.4,19.7,21,True,True,False
20220905,1,24.1,86.0,4.7,18.7,6,True,False,False
20220906,1,25.1,83.0,3.4,22.5,13,True,False,False
20220907,1,24.8,79.0,2.3,19.1,16,True,False,False
20220908,1,22.2,82.0,5.9,18.3,0,True,False,False
20220909,1,25.1,77.0,0.0,22.4,24,True,True,False
20220910,1,24.8,81.0,2.0,17.3,17,True,False,False
20220911,1,24.9,81.0,1.7,20.6,18,True,False,False
20220912,1,25.2,79.0,0.7,19.6,22,True,True,False
20220913,1,24.5,84.0,1.7,19.1,17,True,False,False
20220914,1,25.7,77.0,0.0,23.0,26,True,True,False
20220915,1,25.3,75.0,1.2,25.8,22,True,False,False
20220916,1,24.8,77.0,2.1,24.6,17,True,False,False
20220917,1,24.6,80.0,1.7,21.3,18,True,False,False
20220918,1,25.2,81.0,0.8,20.9,22,True,True,False
20220919,1,25.5,78.0,0.0,20.8,25,True,True,False
20220920,1,25.0,80.0,2.2,19.7,17,True,False,False
20220921,1,25.6,80.0,10.0,23.4,0,True,False,False
20220922,1,24.4,88.0,17.4,21.5,0,True,False,False
20220923,1,25.5,88.0,10.0,21.4,0,True,False,False
20220924,1,25.0,85.0,18.8,23.2,0,True,False,False
20220925,1,25.3,79.0,1.1,23.1,21,True,False,False
20220926,1,24.3,86.0,5.6,25.7,4,True,False,False
20220927,1,24.7,82.0,2.4,23.4,15,True,False,False
20220928,1,24.6,77.0,0.6,23.8,21,True,True,False
20220929,1,25.8,73.0,0.0,24.1,27,True,True,False
20220930,1,24.1,79.0,0.4,22.4,20,True,True,False
20221001,1,24.8,80.0,1.3,18.2,19,True,False,False
20221002,1,25.1,79.0,1.1,17.8,21,True,False,False
20221003,1,25.3,80.0,0.3,17.4,24,True,True,False
20221004,1,25.5,81.0,1.8,20.0,19,True,False,False
20221005,1,26.1,79.0,0.2,21.0,26,True,True,False
20221006,1,25.1,83.0,0.8,23.0,21,True,True,False
20221007,1,25.9,77.0,0.4,24.7,25,True,True,False
20221008,1,25.6,78.0,1.1,24.5,22,True,False,False
20221009,1,25.3,78.0,1.5,24.0,20,True,False,False
20221010,1,24.2,82.0,3.9,20.9,10,True,False,False
20221011,1,26.3,77.0,0.7,24.0,25,True,True,False
20221012,1,26.4,76.0,0.1,23.2,28,True,True,False
