ville,date,temperature,humidite,pluie,vent,description,score_meteo,ideal_temp,low_rain,low_wind
Antalaha,2021-09-18,26.0,87.0,0.0,17.5,peu nuageux,25,True,True,False
Antalaha,2021-09-19,25.3,88.0,2.5,22.2,inconnu,16,True,False,False
Antalaha,2021-09-20,24.7,73.0,0.1,23.1,inconnu,24,True,True,False
Antalaha,2021-09-21,25.5,75.0,0.0,23.7,inconnu,26,True,True,False
Antalaha,2021-09-22,25.2,81.0,0.3,20.6,inconnu,23,True,True,False
Antalaha,2021-09-23,25.5,79.0,0.4,24.0,inconnu,24,True,True,False
Antalaha,2021-09-24,26.3,77.0,0.5,23.5,inconnu,26,True,True,False
Antalaha,2021-09-25,26.4,81.0,4.0,22.2,inconnu,15,True,False,False
Antalaha,2021-09-26,26.1,77.0,1.5,24.6,inconnu,22,True,False,False
Antalaha,2021-09-27,25.9,80.0,4.8,25.9,inconnu,12,True,False,False
Antalaha,2021-09-28,25.8,84.0,3.6,22.9,inconnu,14,True,False,False
Antalaha,2021-09-29,24.0,84.0,2.1,20.4,inconnu,14,True,False,False
Antalaha,2021-09-30,25.2,81.0,1.1,19.1,inconnu,21,True,False,False
Antalaha,2021-10-01,25.6,81.0,1.3,17.6,inconnu,21,True,False,False
Antalaha,2021-10-02,25.7,84.0,3.6,18.3,inconnu,14,True,False,False
Antalaha,2021-10-03,25.5,85.0,1.5,18.5,inconnu,20,True,False,False
Antalaha,2021-10-04,24.3,88.0,8.7,14.8,inconnu,0,True,False,True
Antalaha,2021-10-05,26.8,81.0,0.1,21.7,inconnu,28,True,True,False
Antalaha,2021-10-06,26.7,78.0,0.0,17.2,inconnu,28,True,True,False
Antalaha,2021-10-07,26.3,81.0,0.0,14.1,inconnu,27,True,True,True
Antalaha,2021-10-08,24.5,83.0,2.4,19.2,inconnu,15,True,False,False
Antalaha,2021-10-09,26.8,72.0,0.0,27.5,inconnu,30,True,True,False
Antalaha,2021-10-10,26.7,75.0,0.1,22.2,inconnu,28,True,True,False
Antalaha,2021-10-11,27.1,79.0,0.3,27.9,inconnu,28,True,True,False
Antalaha,2021-10-12,26.8,77.0,3.7,27.1,inconnu,18,True,False,False
Antalaha,2021-10-13,26.9,85.0,8.6,18.8,inconnu,2,True,False,False
Antalaha,2021-10-14,27.4,84.0,1.0,22.0,inconnu,26,True,False,False
Antalaha,2021-10-15,27.2,79.0,1.7,22.8,inconnu,24,True,False,False
Antalaha,2021-10-16,26.2,75.0,0.6,21.4,inconnu,26,True,True,False
Antalaha,2021-10-17,26.4,80.0,3.2,20.1,inconnu,18,True,False,False
Antalaha,2021-10-18,26.4,82.0,8.8,19.9,inconnu,0,True,False,False
Antalaha,2021-10-19,26.0,83.0,4.2,14.6,inconnu,13,True,False,True
Antalaha,2021-10-20,26.5,82.0,1.3,15.5,inconnu,23,True,False,False
Antalaha,2021-10-21,27.4,81.0,0.0,16.2,inconnu,30,True,True,False
Antalaha,2021-10-22,27.8,85.0,0.1,15.8,inconnu,30,True,True,False
Antalaha,2021-10-23,27.9,87.0,2.9,14.5,inconnu,21,True,False,True
Antalaha,2021-10-24,25.6,91.0,7.9,9.3,inconnu,3,True,False,True
Antalaha,2021-10-25,27.5,85.0,2.5,19.5,inconnu,22,True,False,False
Antalaha,2021-10-26,27.2,79.0,1.0,23.5,inconnu,26,True,False,False
Antalaha,2021-10-27,27.0,82.0,2.4,17.4,inconnu,21,True,False,False
Antalaha,2021-10-28,26.9,84.0,0.0,16.3,inconnu,28,True,True,False
Antalaha,2021-10-29,28.9,80.0,3.5,14.4,inconnu,23,False,False,True
Antalaha,2021-10-30,27.0,81.0,0.3,21.9,inconnu,28,True,True,False
Antalaha,2021-10-31,27.0,84.0,1.3,12.5,inconnu,26,True,False,True
Antalaha,2021-11-01,27.2,86.0,1.5,12.6,inconnu,25,True,False,True
Antalaha,2021-11-02,27.9,85.0,0.7,12.2,inconnu,30,True,True,True
Antalaha,2021-11-03,27.5,88.0,0.9,12.2,inconnu,28,True,True,True
Antalaha,2021-11-04,27.8,85.0,1.3,13.7,inconnu,27,True,False,True
Antalaha,2021-11-05,27.9,84.0,0.0,13.5,inconnu,31,True,True,True
Antalaha,2021-11-06,28.5,77.0,0.0,22.9,inconnu,33,False,True,False
Antalaha,2021-11-07,29.6,75.0,0.1,23.1,inconnu,36,False,True,False
Antalaha,2021-11-08,28.8,82.0,2.2,20.1,inconnu,26,False,False,False
Antalaha,2021-11-09,28.6,86.0,2.0,15.8,inconnu,26,False,False,False
Antalaha,2021-11-10,28.2,86.0,0.8,12.9,inconnu,30,False,True,True
Antalaha,2021-11-11,27.8,84.0,3.3,11.3,inconnu,23,True,False,True
Antalaha,2021-11-12,27.5,86.0,1.9,13.8,inconnu,24,True,False,True
Antalaha,2021-11-13,27.6,82.0,2.5,15.5,inconnu,22,True,False,False
Antalaha,2021-11-14,28.6,80.0,2.2,15.7,inconnu,26,False,False,False
Antalaha,2021-11-15,28.5,81.0,1.6,17.1,inconnu,27,False,False,False
Antalaha,2021-11-16,28.3,84.0,1.3,14.9,inconnu,27,False,False,True
Antalaha,2021-11-17,28.2,79.0,0.6,17.6,inconnu,30,False,True,False
Antalaha,2021-11-18,29.6,71.0,0.6,21.3,inconnu,35,False,True,False
Antalaha,2021-11-19,28.3,77.0,1.2,17.1,inconnu,29,False,False,False
Antalaha,2021-11-20,28.1,78.0,0.4,14.7,inconnu,31,False,True,True
Antalaha,2021-11-21,28.2,81.0,1.2,14.0,inconnu,29,False,False,True
Antalaha,2021-11-22,28.1,83.0,0.7,14.8,inconnu,29,False,True,True
Antalaha,2021-11-23,28.4,79.0,1.7,15.8,inconnu,27,False,False,False
Antalaha,2021-11-24,29.2,77.0,0.6,18.3,inconnu,33,False,True,False
Antalaha,2021-11-25,28.7,79.0,0.0,16.6,inconnu,33,False,True,False
Antalaha,2021-11-26,29.1,80.0,0.7,16.6,inconnu,32,False,True,False
Antalaha,2021-11-27,28.7,80.0,1.2,15.6,inconnu,29,False,False,False
Antalaha,2021-11-28,28.1,83.0,1.6,16.2,inconnu,26,False,False,False
Antalaha,2021-11-29,28.1,82.0,1.2,16.0,inconnu,27,False,False,False
Antalaha,2021-11-30,29.2,74.0,1.0,16.2,inconnu,32,False,False,False
Antalaha,2021-12-01,28.9,74.0,1.3,20.0,inconnu,31,False,False,False
Antalaha,2021-12-02,29.3,75.0,0.8,22.1,inconnu,33,False,True,False
Antalaha,2021-12-03,29.5,78.0,1.1,21.1,inconnu,32,False,False,False
Antalaha,2021-12-04,29.9,79.0,2.6,19.7,inconnu,28,False,False,False
Antalaha,2021-12-05,29.2,79.0,0.7,22.4,inconnu,32,False,True,False
